©╛╥А©Ь,аЖ©╙╪╪╨н╠╦╨п,╟е╥║юо,╠Б©б(║фC),╫ю╣╣(%),юоа╤(hr),╫ц╟ё,юЭ╥б╟е╥║╥╝(╢эю╖ : MWh)
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,5.1,53,0.5,13,12.44513
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,7.4,53,1,14,9.539649
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,6.9,59,0.5,15,3.647141
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,6.7,59,0.1,16,2.205583
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,6.8,61,0.2,17,0.315366
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,4.7,70,0.3,18,0.43776
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,4.4,76,,19,0.4464
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,4,80,,20,0.4464
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,3.7,84,,21,0.26016
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,3,89,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,2.8,91,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.8,91,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.8,91,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.7,91,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.5,95,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.3,95,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.2,95,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.5,96,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,1.8,97,,7,0.00876
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,1.4,98,0,8,0.986902
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,2.6,97,0.3,9,4.706085
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,4.3,87,1,10,9.04675
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,6.5,81,1,11,11.893569
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,8.1,72,1,12,15.235438
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,9.7,73,1,13,14.894985
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,10.6,68,1,14,13.012899
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,10.4,59,1,15,9.03882
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,10.7,59,1,16,3.712929
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,9.8,60,1,17,0.373229
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,8,76,0.2,18,0.43488
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,7,81,,19,0.4464
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,5.7,85,,20,0.44544
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,5.4,86,,21,0.2496
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,4.8,89,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-15,4,95,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,2.9,97,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,2,97,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,2.3,98,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,2.7,97,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,2.8,97,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,3.4,96,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,2.8,95,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,3.3,94,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,3.8,91,0,8,0.042252
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,3.3,97,0,9,0.414556
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,4,99,0,10,0.971056
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,4.3,99,0,11,1.55444
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,5,99,0,12,2.093084
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,6.2,99,0,13,3.442384
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,6.8,99,0,14,1.806764
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,6.8,99,0,15,1.026816
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,7.6,99,0,16,0.308348
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,8,99,0,17,0.00708
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,7,99,0,18,0.53088
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,6.3,98,,19,0.07968
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,6,98,,20,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,5.5,99,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,5.6,99,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-16,5.6,99,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.6,99,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.8,99,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.5,99,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5,99,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.2,99,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,4.8,99,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,4.8,99,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,4.4,99,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,4.3,99,0,8,0.438
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,4.5,99,0,9,3.557064
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,6,98,0.3,10,7.591132
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,6.2,95,0.2,11,5.594406
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,6.2,90,0,12,6.635264
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,7.1,85,0,13,6.473045
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,7.9,79,0,14,5.17823
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,7.6,77,0,15,5.338778
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,8.3,69,0.8,16,3.529795
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,7.2,75,1,17,0.439832
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,6.2,83,0.1,18,1.21536
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,6.4,83,,19,1.23648
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.9,86,,20,0.53472
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.9,87,,21,0.26016
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,5.6,92,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-17,4.3,97,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.5,96,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.4,97,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.4,97,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.2,97,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.3,97,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.4,98,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.7,98,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.5,98,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.1,98,0,8,1.154334
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4.7,98,0,9,4.388801
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,6.1,90,0.1,10,8.049455
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,7.1,64,1,11,12.768357
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,8.4,41,1,12,15.807594
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,9,37,1,13,15.746472
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,9.1,40,1,14,12.369776
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,9,47,1,15,7.724655
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,8.2,57,0.9,16,3.961168
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,6.7,60,0.2,17,0.513969
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,5.3,67,0,18,1.21248
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,4,74,,19,1.2336
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,3.5,78,,20,1.00032
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,3.4,78,,21,0.24864
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,2.4,81,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-18,1.6,78,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,1.3,77,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,1,84,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,0.6,87,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,0.6,88,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,-0.4,92,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,-0.4,95,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,-1.1,90,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,-1.1,81,,7,0.028324
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,-1.6,86,0,8,1.980662
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,0.3,80,0.7,9,7.994277
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,2.5,60,1,10,13.988233
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,4.6,46,1,11,17.873961
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,5.5,36,1,12,19.47873
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,7,27,1,13,19.745815
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,7.6,23,1,14,14.990745
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,8.4,22,0.9,15,9.322415
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,7.3,23,0.8,16,3.523265
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,6.1,22,0.1,17,0.542135
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,4.4,32,0,18,1.21344
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,3,39,,19,1.23456
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,2.5,43,,20,1.23552
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,1.1,47,,21,0.52128
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,0.3,55,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-19,-0.1,58,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,0.1,58,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-0.7,64,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-0.4,65,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-1,69,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-1.6,76,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-2.4,78,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-2.1,78,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-3.1,80,,7,0.008472
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-2.9,80,0,8,1.863131
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,-1.3,74,0.6,9,7.347663
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,0.9,62,1,10,12.771168
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,3,57,1,11,16.477568
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,5.3,44,1,12,17.874192
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,7.8,45,1,13,17.142471
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,8,44,1,14,15.305429
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,8.8,43,1,15,8.651319
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,8.7,44,1,16,3.614043
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,7.7,50,0.5,17,0.527876
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,6.8,55,0,18,0.44736
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,5.8,61,,19,0.44448
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,4.9,67,,20,0.4464
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,4,69,,21,0.45312
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,4,70,,22,0.79008
еб╬Г╠╓,╠╓аж╫ц,2018-01-20,3.1,79,,23,0.78816
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,2.4,85,,0,0.62688
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,1.6,86,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,1.5,89,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,1.1,92,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,0.2,94,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,-0.2,96,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,-0.8,96,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,-1,97,,7,0.00552
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,-1,97,0,8,1.229084
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,-0.4,97,0.3,9,5.875183
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,1.1,92,1,10,11.166466
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,3.3,78,1,11,14.889784
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,5.6,61,1,12,14.914473
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,8.1,44,1,13,13.49378
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,9.5,21,1,14,10.661813
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,9.2,23,1,15,5.977989
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,8.8,26,0.1,16,2.560184
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,8,31,0,17,0.362437
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,6.2,34,0,18,1.21344
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,6.1,37,,19,1.23552
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,5.5,38,,20,1.05696
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,5.4,41,,21,0.24864
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,5,40,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-21,4.3,45,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.6,54,,0,0.09408
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.5,53,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.7,51,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.6,52,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.4,57,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.4,55,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.2,57,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.7,55,,7,0.001992
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3.7,59,0,8,0.789048
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,4.5,58,0,9,3.93324
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,5.6,56,0,10,6.369496
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,6.5,55,0.2,11,10.146822
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,7.2,50,0.5,12,14.813749
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,9.1,42,0.9,13,16.011457
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,10.2,42,1,14,12.553969
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,9.6,39,0.5,15,7.495847
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,9.2,43,0.6,16,0.86277
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,8.2,51,0,17,0.034843
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,6.9,72,0,18,1.21344
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,6.3,83,,19,1.23648
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,6.3,82,,20,0.90432
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,5.9,81,,21,0.24768
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,3,85,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-22,2.4,75,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,1.5,72,,0,0.07296
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,0.8,72,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,0.2,83,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,0,70,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-0.5,66,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-2,77,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-2.7,63,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.4,60,,7,0.007896
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.8,65,0,8,0.917759
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-4.4,74,0,9,5.311679
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.8,60,0.5,10,9.308077
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.8,57,0.6,11,11.262422
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-4,58,0.6,12,14.372514
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.8,50,1,13,14.679724
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.9,48,0.9,14,13.716037
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.3,44,0.8,15,12.652384
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-3.3,43,1,16,6.081466
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-4.1,47,1,17,0.78149
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-5.2,49,0.5,18,1.08768
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-5.7,51,,19,1.23648
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-6,53,,20,0.90336
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-5.9,55,,21,0.25344
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-6.3,58,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-23,-6.7,63,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.2,66,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.3,62,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.5,62,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-8.6,61,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-9.2,60,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-9.6,60,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-10.5,52,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-11,42,,7,0.022572
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-11.1,42,,8,2.181571
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-9.9,36,,9,9.272589
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-8.6,34,,10,16.727793
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.1,35,1,11,20.040181
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-6.2,33,1,12,21.655176
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-5,34,1,13,22.139184
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-5.1,34,1,14,20.603469
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-4.5,33,1,15,15.089772
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-5.3,36,1,16,6.612175
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-5.9,40,1,17,0.934814
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-6.8,44,0.6,18,1.21152
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.5,46,,19,1.23552
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.7,47,,20,1.23552
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-7.9,50,,21,0.77184
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-8.9,53,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-24,-9.3,58,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9.5,59,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9.5,59,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9,59,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9.4,59,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9.5,61,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9.1,60,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-10.1,64,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-10.4,62,,7,0.03676
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-10.5,62,0,8,2.392974
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-9,57,0.7,9,10.029602
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-7.4,51,1,10,17.211361
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-6,42,1,11,20.336352
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-5.2,30,1,12,23.00685
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-4.7,29,1,13,22.823806
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-3.8,28,1,14,20.871023
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-4.5,24,1,15,16.475083
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-4.9,29,0.9,16,4.808317
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-5.6,39,0.6,17,0.562755
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-6.5,45,0,18,1.21248
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-6.7,46,,19,1.23264
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-6.8,43,,20,1.42848
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-7.3,52,,21,0.79176
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-7.5,56,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-25,-7.7,57,,23,0.1008
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-8.1,55,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-8.6,56,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-8.9,57,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-9.1,57,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-9.5,57,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-9.9,58,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-10.3,59,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-10.4,61,,7,0.029152
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-10.1,63,0,8,2.35013
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-8.5,55,0.7,9,8.971471
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-7.5,50,1,10,14.466807
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-6.8,50,1,11,17.257028
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-6.3,45,1,12,18.755967
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-5,47,1,13,21.402115
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-4.7,42,1,14,20.433525
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-4.5,40,1,15,15.88466
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-4.9,43,1,16,7.181382
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-5.4,43,1,17,0.950145
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-6.5,51,0.7,18,1.21152
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-7.2,60,,19,1.23552
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-7.7,60,,20,1.42944
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-8.5,63,,21,0.81336
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-8.7,64,,22,0.1968
еб╬Г╠╓,╠╓аж╫ц,2018-01-26,-9.4,69,,23,0.19704
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-9.7,70,,0,0.1968
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-9.9,68,,1,0.11736
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-9.8,66,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-10,67,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-11.2,69,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-11.1,59,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-10.7,49,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-11.2,52,,7,0.045604
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-10.9,51,0,8,2.797428
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-9,49,0.8,9,10.319921
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-7.1,40,1,10,16.539486
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-5.2,36,1,11,20.117552
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-3.5,28,1,12,21.737599
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-1.4,23,1,13,21.506437
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,0,20,1,14,19.334637
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,1.6,17,1,15,14.774567
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,2.2,15,1,16,6.605963
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,1.5,18,1,17,1.032398
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-1.1,24,0.5,18,1.21152
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-2.1,30,,19,1.23648
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-1.9,33,,20,1.42968
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-1.7,31,,21,0.98616
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-2,34,,22,0.1968
еб╬Г╠╓,╠╓аж╫ц,2018-01-27,-2.2,38,,23,0.19656
еб╬Г╠╓,╠╓аж╫ц,2018-01-28,-2.3,38,,0,0.1968
